Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price
Land Rover,Discovery Sport,2015,Crossover,169000,2000,Petrol,Automatic,16000
Volkswagen,Golf,1985,Coupe,2588866,1600,Diesel,Manual,500
Renault,Megane,2011,Universal,1,1500,Diesel,Manual,5800
Mercedes,V Class,2014,Minivan,105800,2200,Diesel,Automatic,34800
Audi,A7,2012,Hatchback,75000,2800,Petrol,Automatic,21000
Mercedes,S Class,2008,Sedan,126800,3500,Petrol,Automatic,18500
Volkswagen,Caddy,2005,Minivan,174630,1400,Petrol,Manual,5450
Daihatsu,Cuore,2005,Hatchback,188000,1000,Petrol,Manual,1599
Mitsubishi,Pajero,1997,Crossover,250000,2800,Diesel,Manual,1599
Renault,Megane,2017,Universal,138200,1461,Diesel,Manual,9850
Toyota,Auris,2016,Universal,165000,1800,Hybrid,Automatic,10850
Toyota,Prius +,2013,Minivan,190000,1800,Hybrid,Automatic,9850
Mitsubishi,Outlander,2009,Crossover,183282,2000,Petrol,Manual,6850
Mercedes,B Class,2019,Microvan,45000,1460,Diesel,Automatic,24600
Toyota,Corolla,2015,Sedan,120000,1400,Petrol,Manual,6500
Nissan,Qashqai,2008,Hatchback,208000,2000,Petrol,Automatic,7850
Hyundai,i30,2008,Hatchback,173000,1600,Diesel,Automatic,6500
Mercedes,GLK Class,2013,Crossover,170000,2200,Diesel,Automatic,14500
Chevrolet,Captiva,2015,Crossover,105000,2200,Diesel,Automatic,10000
Toyota,Auris,2015,Universal,174000,1598,Diesel,Manual,11999
Toyota,Avensis,2011,Sedan,149000,1800,Petrol,Manual,8850
Jeep,Grand Cherokee,2009,Crossover,360000,3000,Diesel,Automatic,5600
Ford,Focus,2007,Universal,0,1800,Petrol,Manual,3999
Ford,B-Max,2013,Minivan,103000,1500,Diesel,Manual,5700
GAZ,31029,1993,Sedan,340000,2399,Petrol,Manual,799
Nissan,Qashqai+2,2010,Crossover,213442,1500,Diesel,Manual,8200
Volkswagen,Caddy,1999,Combi,200000,1899,Diesel,Manual,2199
Mazda,MPV,2002,Minivan,426000,2000,Diesel,Manual,2500
Renault,Kadjar,2016,Crossover,158000,1500,Diesel,Automatic,12300
Mercedes,CLK Class,1998,Coupe,327000,1999,Petrol,Manual,2699
Rover,Altele,1995,Sedan,200000,1800,Petrol,Manual,1900
Mercedes,E Class,2016,Sedan,50000,1950,Diesel,Automatic,29500
Nissan,Almera,2001,Hatchback,252000,1500,Petrol,Manual,1700
BMW,5 Series,2002,Sedan,282000,3000,Metan/Propan,Automatic,5400
Mercedes,C Class,2003,Sedan,309000,2200,Diesel,Automatic,4500
Skoda,Octavia,2009,Hatchback,183000,1400,Petrol,Manual,5999
Mercedes,E Class,2012,Sedan,270000,200,Diesel,Automatic,14000
Volkswagen,Tiguan,2012,SUV,154000,1400,Petrol,Manual,10500
Mercedes,E Class,2016,Sedan,0,2200,Diesel,Automatic,25000
Chevrolet,Cruze,2013,Sedan,57000,1400,Petrol,Automatic,6850
Nissan,Qashqai,2014,SUV,110000,1200,Petrol,Manual,9600
Opel,Vectra,1996,Sedan,5489468,1600,Metan/Propan,Manual,2200
Mercedes,V Class,2015,Microvan,60000,2000,Petrol,Automatic,16900
Mercedes,V Class,2015,Microvan,60000,2000,Petrol,Automatic,16900
Mini,Cooper S,2012,Minivan,69000,1600,Petrol,Automatic,9999
Volkswagen,Passat,1999,Universal,363700,1900,Diesel,Manual,3000
Nissan,Almera,2001,Hatchback,2500,2200,Diesel,Manual,2000
Dacia,Logan,2009,Universal,2100,1500,Diesel,Manual,3800
BMW,5 Series,2011,Sedan,200000,2000,Diesel,Automatic,16500
Ford,Focus,2015,Universal,155000,1500,Diesel,Automatic,8600
Skoda,Superb,2014,Universal,230000,2000,Diesel,Automatic,14500
BMW,X5,2005,SUV,311249,3000,Diesel,Automatic,3600
Land Rover,Freelander,2006,SUV,301000,198,Diesel,Automatic,6300
Land Rover,Freelander,2005,SUV,244000,2000,Diesel,Manual,7000
Mercedes,E Class,2006,Sedan,334000,2200,Diesel,Automatic,7700
Toyota,Avensis,2005,Sedan,260000,2000,Petrol,Manual,5500
Honda,CR-V,2007,Crossover,155000,2000,Petrol,Automatic,9500
Lexus,IS Series,2014,Sedan,185000,2500,Hybrid,Automatic,17999
Hyundai,Santa FE,2006,Crossover,193000,2200,Diesel,Automatic,8200
Dacia,Logan Mcv,2016,Universal,50000,1500,Diesel,Manual,6850
Hyundai,IONIQ,2016,Hatchback,173000,1600,Hybrid,Automatic,13999
Skoda,Octavia,2005,Hatchback,178,2000,Petrol,Automatic,5800
Seat,Ibiza,2008,Hatchback,154000,1390,Petrol,Manual,4400
Nissan,Micra,2006,Hatchback,144000,1240,Petrol,Automatic,4350
Mitsubishi,Pajero,1997,Crossover,2555,2800,Diesel,Manual,1599
Toyota,Yaris,2008,Hatchback,250000,1297,Metan/Propan,Automatic,4400
Volkswagen,Tiguan,2012,Crossover,149000,2000,Petrol,Automatic,11000
BMW,5 GT,2013,Sedan,227500,2000,Diesel,Automatic,18700
BMW,3 Series,2002,Sedan,270000,1795,Petrol,Manual,4499
Opel,Kadett,1991,Universal,45899,1700,Diesel,Manual,1700
Toyota,Auris,2010,Hatchback,250000,1798,Hybrid,Automatic,6500
GAZ,Altele,1955,SUV,25000,2500,Diesel,Automatic,10000
Mercedes,E Class,1996,Sedan,242,2500,Diesel,Manual,3700
Skoda,Superb,2009,Sedan,247800,1800,Petrol,Manual,7699
Dacia,Sandero,2015,Hatchback,33000,1200,Petrol,Manual,5450
Opel,Vectra,1990,Sedan,34000,1780,Petrol,Automatic,1399
Audi,A6,2016,Sedan,47400,1998,Petrol,Automatic,19500
Nissan,Almera,1996,Hatchback,280000,1600,Petrol,Manual,1500
BMW,7 Series,2000,Sedan,350000,3000,Diesel,Automatic,3200
Land Rover,Freelander,2003,SUV,167000,1800,Diesel,Automatic,1250
Toyota,Corolla,2005,Hatchback,280000,1400,Diesel,Manual,4900
Dacia,Logan,2014,Sedan,160000,1200,Metan/Propan,Manual,5400
Mercedes,E Class,2000,Sedan,300000,1998,Metan/Propan,Manual,4000
Ford,C-Max,2014,Hatchback,124100,1999,Plug-in Hybrid,Automatic,10900
Volkswagen,Transporter,2009,Microvan,213000,1900,Diesel,Manual,8900
KIA,Sportage,2006,Crossover,250000,2000,Petrol,Manual,5999
BMW,5 Series,1996,Sedan,314000,2000,Petrol,Automatic,1650
Seat,Arosa,2000,Hatchback,250000,1000,Metan/Propan,Manual,1000
Lexus,GS Series,2007,Sedan,170000,3000,Petrol,Automatic,7999
Renault,Scenic,2004,Minivan,350000,1500,Diesel,Manual,2850
Opel,Astra,2005,Universal,1,1300,Diesel,Manual,2200
Ford,Ranger,2011,SUV,153000,3000,Diesel,Automatic,14000
Saab,3-Sep,2005,Sedan,312000,1900,Diesel,Manual,4200
Volvo,S60,2006,Sedan,210000,1998,Petrol,Manual,4600
Mini,Countryman,2012,Crossover,105000,1600,Petrol,Automatic,8600
Mercedes,C Class,2003,Sedan,250000,1800,Petrol,Manual,5200
Renault,Megane,2008,Minivan,279050,1500,Diesel,Manual,4250
Mercedes,E Class,2015,Sedan,0,2143,Diesel,Automatic,16800
Mercedes,C Class,2003,Sedan,250000,1800,Petrol,Manual,5200
Renault,Megane,2008,Minivan,279050,1500,Diesel,Manual,4250
Mercedes,E Class,2015,Sedan,0,2143,Diesel,Automatic,16800
Vaz,2107,2003,Sedan,2555,1500,Petrol,Manual,14000
Volvo,S60,2014,Sedan,125000,1600,Diesel,Automatic,13500
Volkswagen,Tiguan,2009,SUV,213000,1400,Petrol,Manual,8800
Dacia,Sandero,2011,Hatchback,152000,1200,Petrol,Manual,3900
Porsche,Macan,2015,Crossover,94000,3604,Petrol,Automatic,46000
Acura,MDX,2014,SUV,70000,3500,Petrol,Automatic,14800
Volkswagen,Passat,2013,Sedan,140,2500,Petrol,Automatic,8000
Renault,Scenic,2013,Universal,210000,1500,Diesel,Manual,7000
Honda,Accord,2002,Hatchback,265000,200,Metan/Propan,Manual,1500
Toyota,Avensis,2012,Universal,178000,2231,Diesel,Automatic,12450
Ford,Focus,2001,Minivan,500,1800,Diesel,Manual,1550
Nissan,Qashqai,2015,Crossover,198000,1500,Diesel,Manual,11500
Audi,Q5,2010,Crossover,197000,2000,Petrol,Automatic,13900
Mazda,3,2008,Sedan,176000,1990,Petrol,Automatic,2999
Opel,Zafira,2000,Universal,300099,2000,Diesel,Manual,1650
Toyota,Corolla,2017,Sedan,40000,1800,Petrol,Automatic,12500
BMW,7 Series,1998,Sedan,216000,2800,Petrol,Automatic,4100
Chery,Eastar,2005,Sedan,125000,2400,Petrol,Automatic,1500
Skoda,Fabia,2017,Universal,176000,1400,Diesel,Manual,7499
Toyota,Matrix,2003,Minivan,200000,1800,Metan/Propan,Automatic,3900
Volkswagen,Caddy,2012,Minivan,235000,1600,Diesel,Manual,3500
Renault,Clio Symbol,2005,Sedan,382,1400,Metan/Propan,Manual,1999
Subaru,Legacy,2005,Sedan,165000,2500,Metan/Propan,Automatic,5300
Toyota,Rav 4,2014,Crossover,96000,2496,Petrol,Automatic,12500
Nissan,Qashqai,2009,Crossover,168000,2000,Petrol,Automatic,7650
Mercedes,Series (W123),1983,Sedan,123,2000,Diesel,Manual,3000
Mercedes,Citan,2014,Minivan,172000,1500,Diesel,Manual,9400
Volkswagen,Passat,1990,Sedan,200000,1800,Petrol,Manual,1550
Suzuki,Alto,2012,Hatchback,175000,1000,Metan/Propan,Manual,3750
Mercedes,E Class,2007,Sedan,169000,3000,Diesel,Automatic,4000
Volkswagen,Transporter,2003,Universal,0,2500,Diesel,Manual,3800
BMW,3 Series,2004,Sedan,200000,2000,Petrol,Manual,2999
Skoda,Superb,2011,Sedan,203500,1800,Petrol,Manual,7900
Renault,Megane,2008,Sedan,0,1500,Diesel,Manual,2300
Skoda,Octavia,2005,Universal,250,1600,Petrol,Manual,6400
Mercedes,E Class,2004,Sedan,328000,2700,Diesel,Automatic,2500
Volkswagen,Tiguan,2010,SUV,0,2200,Metan/Propan,Automatic,6000
BMW,5 Series,2003,Sedan,250000,2000,Petrol,Manual,2200
Nissan,Pathfinder,2008,SUV,0,2400,Diesel,Manual,8200
Peugeot,206,2002,Hatchback,299000,1400,Petrol,Manual,2000
BMW,5 Series,2005,Minivan,340,3000,Diesel,Automatic,4800
Audi,Q5,2012,Crossover,160000,2000,Petrol,Automatic,16900
Honda,HR-V,2019,SUV,14000,1798,Petrol,Automatic,18549
Opel,Astra,2011,Universal,215000,1248,Diesel,Manual,6300
Nissan,Qashqai,2016,SUV,99097,1600,Diesel,Automatic,12230
Nissan,Bluebird,1986,Sedan,321000,2000,Diesel,Manual,1350
Byd,Altele,2009,Hatchback,176000,1000,Petrol,Manual,2650
Seat,Ibiza,2009,Hatchback,240000,1400,Diesel,Manual,4300
Opel,Zafira,1999,Minivan,315000,2000,Diesel,Manual,3050
Volkswagen,Passat CC,2011,Sedan,168000,1984,Petrol,Automatic,9999
Mazda,121,1991,Hatchback,265800,1300,Petrol,Manual,1090
Renault,Kangoo,2002,Minivan,300000,1900,Diesel,Manual,2350
Mitsubishi,Galant,1994,Sedan,224631,1800,Petrol,Manual,1350
KIA,Optima,2017,Sedan,91000,2000,Hybrid,Automatic,14500
Mercedes,GL Class,2014,Crossover,104768,3000,Diesel,Automatic,39999
Volkswagen,Passat,2009,Universal,260000,1400,Metan/Propan,Automatic,6200
BMW,5 Series,2014,Sedan,194000,2000,Diesel,Automatic,18700
Mercedes,CLC Class,2002,Coupe,133000,2200,Diesel,Manual,2400
Renault,Megane,2011,Universal,250000,1500,Diesel,Manual,5500
Honda,CR-V,2016,Crossover,135000,2496,Petrol,Automatic,12500
Toyota,Prius,2010,Sedan,257500,1800,Metan/Propan,Automatic,7300
Mazda,RX-8,2008,Sedan,78000,1300,Petrol,Manual,5000
Audi,A4,1997,Universal,11111,1800,Metan/Propan,Manual,2750
Toyota,Avalon,2015,Sedan,89500,2500,Hybrid,Automatic,14990
BMW,5 Series,2018,Sedan,25000,1998,Plug-in Hybrid,Automatic,28990
Ford,Fusion,2019,Sedan,32000,2000,Hybrid,Automatic,14990
BMW,3 Series,2015,Sedan,85000,1999,Petrol,Automatic,13600
Ford,C-Max,2015,Minivan,80000,2000,Plug-in Hybrid,Automatic,10700
Renault,Megane,2017,Universal,132000,1500,Diesel,Manual,9000
Skoda,Superb,2017,Sedan,95000,2000,Petrol,Automatic,25500
Renault,Captur,2016,Crossover,178591,1461,Diesel,Automatic,7610
Mercedes,E Class,2016,Sedan,80000,1950,Diesel,Automatic,31999
Mercedes,E Class,2011,Universal,267,2145,Diesel,Automatic,13500
Hyundai,Tucson,2016,SUV,62000,2000,Diesel,Automatic,18950
Renault,Megane,2010,Universal,275,1500,Diesel,Manual,5200
Skoda,Fabia,2011,Universal,193100,1200,Diesel,Manual,4700
BMW,3 Series,1996,Sedan,22222222,200,Petrol,Manual,1750
Moskvich / Izh,Altele,1948,Universal,650,560,Petrol,Manual,1000
Toyota,Corolla Verso,2006,Minivan,115000,1800,Petrol,Automatic,5200
Audi,A6,2001,Universal,320000,2400,Petrol,Manual,1700
Dacia,Duster,2014,Crossover,150000,1500,Diesel,Manual,8500
Porsche,Cayenne,2014,SUV,136000,3000,Diesel,Automatic,33500
Lexus,IS Series,2015,Sedan,74754,2000,Petrol,Automatic,15000
Skoda,Rapid,2016,Hatchback,113000,1600,Petrol,Automatic,12000
BMW,7 Series,2003,Sedan,360000,3000,Diesel,Automatic,7500
Skoda,Superb,2015,Hatchback,193000,2000,Diesel,Automatic,13999
Dacia,Logan,2015,Universal,1,1500,Diesel,Manual,6000
Honda,Civic,2009,Sedan,198000,1339,Petrol,Automatic,5700
Fiat,Doblo,2016,Universal,54900,1400,Petrol,Manual,9400
Hyundai,Tucson,2016,SUV,207,2000,Diesel,Automatic,18750
Ford,Fusion,2014,Sedan,112000,2000,Hybrid,Automatic,10500
Mitsubishi,Outlander,2003,Crossover,240,2000,Petrol,Manual,4600
Vaz,2121niva,1991,SUV,125465,1600,Petrol,Manual,1000
Lexus,CT Series,2013,Hatchback,198,1800,Hybrid,Automatic,10900
Mercedes,S Class,2006,Sedan,178000,3500,Petrol,Automatic,13500
Peugeot,407,2007,Sedan,380000,1800,Petrol,Manual,3500
Suzuki,Vitara,2015,SUV,70000,1400,Petrol,Automatic,14450
Mercedes,E Class,2002,Sedan,344000,2700,Diesel,Automatic,10000
Volvo,XC90,2016,SUV,85000,2000,Petrol,Automatic,29000
Toyota,Auris,2014,Universal,200000,1364,Diesel,Manual,8900
Audi,A4,2012,Sedan,200000,2000,Petrol,Automatic,10900
Volkswagen,Transporter,1982,Microvan,4588,1700,Diesel,Manual,700
Audi,A4,2018,Sedan,31000,2000,Diesel,Automatic,26500
Nissan,Micra,2000,Hatchback,20000,1400,Petrol,Automatic,2550
Renault,Kadjar,2015,SUV,180000,1500,Diesel,Automatic,14200
Hyundai,Tucson,2016,Crossover,113000,1600,Petrol,Automatic,16750
Mercedes,C Class,2005,Universal,235,2200,Diesel,Automatic,5300
Ford,F-150,2012,Pickup,290000,3500,Petrol,Automatic,19999
BMW,3 Series,2018,Sedan,27000,2000,Petrol,Automatic,21000
Volkswagen,Golf,2003,Universal,165000,1400,Petrol,Manual,3500
Dacia,Duster,2017,Crossover,28861,1461,Diesel,Automatic,12250
BMW,3 Series,2012,Sedan,226882,2000,Petrol,Automatic,13499
Toyota,Rav 4,2019,Crossover,18951,1987,Petrol,Automatic,25450
Mercedes,A Class,2018,Hatchback,173735,1461,Diesel,Automatic,15899
Peugeot,607,2002,Sedan,444444,2200,Diesel,Manual,1350
Honda,CR-V,2017,SUV,78500,1500,Petrol,Automatic,22999
Opel,Insignia,2010,Sedan,106000,1800,Petrol,Manual,7200
Mercedes,Series (W124),1986,Sedan,124124,2000,Hybrid,Manual,800
Citroen,C3,2006,Hatchback,225240,1400,Diesel,Manual,2400
Nissan,Qashqai,2012,Crossover,107000,1500,Diesel,Manual,9999
Toyota,Auris,2013,Universal,189000,1800,Hybrid,Automatic,10450
KIA,Sportage,2017,SUV,20000,2000,Petrol,Automatic,17950
Nissan,Qashqai,2015,Crossover,93000,1200,Petrol,Automatic,10950
Toyota,Rav 4,2013,SUV,82000,2000,Petrol,Automatic,17350
Toyota,Land Cruiser Prado,2007,SUV,186000,2700,Metan/Propan,Automatic,15750
Lincoln,MKZ,2013,Sedan,110500,1998,Petrol,Automatic,11900
Volkswagen,Bora,2000,Sedan,317000,1600,Petrol,Manual,3800
Chrysler,Stratus,1999,Cabriolet,96000,1996,Petrol,Manual,3500
Toyota,Auris,2012,Hatchback,135000,1400,Diesel,Manual,7599
Renault,Megane,2012,Cabriolet,166000,1491,Diesel,Automatic,6550
Mercedes,E Class,1996,Sedan,456258,2000,Petrol,Manual,3200
BMW,4 series,2017,Coupe,83000,1998,Petrol,Automatic,22500
Volkswagen,Passat,1995,Universal,1,1800,Metan/Propan,Manual,2399
Land Rover,Freelander,2008,SUV,235484,2200,Diesel,Manual,9500
Skoda,Superb,2011,Hatchback,240000,1600,Diesel,Manual,8700
Dacia,Lodgy,2014,Minivan,162000,1500,Diesel,Manual,6700
BMW,5 Series,1996,Sedan,300000,2000,Metan/Propan,Manual,3500
Hyundai,Getz,2008,SUV,0,1500,Diesel,Automatic,2000
Nissan,Qashqai,2014,Crossover,163000,1500,Diesel,Manual,12000
BMW,X6,2008,SUV,200000,3000,Petrol,Automatic,13000
Honda,Jazz,2007,Hatchback,0,1400,Petrol,Manual,2999
Renault,Megane,2008,Universal,0,1500,Diesel,Manual,2343
BMW,X3,2008,SUV,0,2000,Diesel,Automatic,6789
Toyota,Corolla,2014,Sedan,126000,1400,Diesel,Manual,10000
Peugeot,206,2005,SUV,0,1400,Diesel,Manual,2000
Toyota,Avensis,2013,Universal,134000,2200,Diesel,Manual,15000
Rover,400 Series,1996,Hatchback,202000,1600,Petrol,Manual,1500
Volvo,Altele,1984,Sedan,90000,1400,Petrol,Manual,850
Audi,Q5,2021,SUV,0,1968,Diesel,Automatic,45500
Mercedes,E Class,2008,Sedan,288000,3000,Diesel,Automatic,11800
Skoda,Fabia,2011,Universal,206000,1199,Diesel,Manual,4600
Toyota,Auris,2011,Sedan,149000,140,Diesel,Manual,7000
Toyota,Avensis Verso,2001,Minivan,380000,2000,Diesel,Manual,5100
Opel,Astra,2011,Minivan,200000,1300,Diesel,Manual,6450
Skoda,Fabia,2009,Combi,169800,1600,Metan/Propan,Manual,4900
Ford,Focus,2017,Combi,143000,1499,Diesel,Manual,8200
Toyota,Rav 4,2020,Crossover,17000,2000,Petrol,Automatic,25450
Skoda,Octavia,2001,Universal,295000,1900,Diesel,Automatic,1700
Mitsubishi,Pajero,2007,SUV,172000,3000,Petrol,Automatic,12500
Volkswagen,Golf,2000,Hatchback,245000,1800,Petrol,Manual,2300
Ford,Fusion,2017,Sedan,27500,1500,Petrol,Automatic,13700
Audi,Q5,2021,SUV,0,1968,Diesel,Automatic,59000
Audi,Q5,2021,SUV,0,1999,Plug-in Hybrid,Automatic,59500
Mazda,2,2007,Hatchback,2222,1400,Diesel,Automatic,2000
Opel,Astra,2011,Hatchback,201000,1400,Petrol,Automatic,5750
Mazda,Tribute,2003,Crossover,230000,1998,Petrol,Manual,5000
Mitsubishi,Outlander,2014,SUV,210000,2000,Plug-in Hybrid,Automatic,13000
KIA,Sportage,2020,Crossover,30000,1600,Petrol,Automatic,17450
Volkswagen,Passat,2001,Sedan,295000,1900,Diesel,Manual,3950
Renault,19,1993,Cabriolet,200000,1795,Petrol,Manual,1500
Volkswagen,Golf,1997,Universal,215000,1800,Petrol,Manual,1550
BMW,X3,2014,SUV,273000,2000,Diesel,Automatic,15300
Skoda,Superb,2015,Hatchback,156000,1600,Diesel,Manual,12700
Nissan,Primera,2003,Universal,245000,2200,Diesel,Manual,4700
Skoda,Fabia,2010,Combi,74000,1200,Petrol,Manual,5300
Honda,Civic,2016,Sedan,88000,1998,Petrol,Automatic,11000
Volkswagen,Passat,2006,Universal,238000,1984,Petrol,Manual,5100
Chevrolet,Trax,2018,Crossover,33000,1800,Petrol,Automatic,13650
Chevrolet,Captiva,2011,SUV,73250,2400,Petrol,Automatic,10500
Audi,100,1993,Sedan,111111,2000,Metan/Propan,Manual,2200
Toyota,Auris,2007,Hatchback,228600,1400,Diesel,Manual,6199
Jaguar,XE,2015,Sedan,165000,2000,Diesel,Automatic,21000
BMW,5 Series,2015,Sedan,92000,2000,Petrol,Automatic,16800
Mercedes,CLA,2017,Sedan,25000,1400,Plug-in Hybrid,Automatic,7777
BMW,3 Series,2015,Sedan,162000,2000,Petrol,Automatic,13800
Renault,Megane,2012,Universal,167000,1500,Diesel,Manual,5999
Ford,Focus,2017,Hatchback,31000,999,Petrol,Manual,7500
Suzuki,Vitara,2016,Crossover,80000,1600,Petrol,Manual,12350
Opel,Astra,2011,Universal,169000,1300,Diesel,Manual,5500
Opel,Zafira,2006,Minivan,259000,1600,Metan/Propan,Manual,5500
Volkswagen,Golf,1994,Universal,200,1800,Petrol,Manual,1850
Opel,Vivaro,2011,Minivan,300,2000,Diesel,Manual,5500
Opel,Astra,2012,Universal,200,1300,Diesel,Manual,6250
KIA,Rio,2011,Hatchback,173296,1400,Diesel,Manual,6250
Nissan,Altele,2018,Sedan,58000,0,Electric,Automatic,15499
Nissan,Leaf,2012,Hatchback,37000,100,Electric,Automatic,5500
Citroen,C3,2012,Hatchback,207000,1400,Diesel,Manual,4650
Volvo,XC90,2016,SUV,88000,2000,Diesel,Automatic,34500
Mercedes,Series (W124),1991,Sedan,11111,1997,Petrol,Manual,2200
Honda,Accord,2007,Sedan,243000,2000,Metan/Propan,Automatic,6800
Toyota,Avensis,2017,Universal,113000,2000,Diesel,Manual,15000
Great Wall,Altele,2018,Hatchback,250000,0,Electric,Automatic,8650
Hyundai,Santa FE,2016,SUV,162000,2200,Diesel,Automatic,20999
Skoda,Octavia,2005,Universal,233300,2000,Petrol,Manual,6200
Toyota,Verso,2014,Minivan,149000,1600,Diesel,Manual,9950
Mercedes,GLK Class,2015,Crossover,240,2200,Diesel,Automatic,18499
Renault,City K-ZE,2020,SUV,0,0,Electric,Automatic,9999
Jaguar,XE,2015,Sedan,165000,2000,Diesel,Automatic,21000
Dacia,Logan,2009,Sedan,111,1400,Metan/Propan,Manual,2300
Renault,Grand Scenic,2004,Minivan,270000,1500,Diesel,Manual,2450
Opel,Vectra,1991,Hatchback,250000,1600,Petrol,Manual,850
Audi,A5,2014,Coupe,92877,2000,Petrol,Automatic,15000
Skoda,Octavia,2006,Hatchback,230000,1600,Petrol,Manual,5650
Hyundai,Santa FE,2014,Crossover,80000,2000,Petrol,Automatic,14500
BMW,X5,2005,SUV,250000,3000,Petrol,Automatic,9800
Renault,Scenic,2014,Universal,0,1500,Diesel,Automatic,7200
Hyundai,Tucson,2017,Crossover,145000,2000,Diesel,Automatic,19350
Nissan,Qashqai,2012,SUV,94000,2000,Petrol,Automatic,11650
Hyundai,Creta,2017,SUV,45000,1600,Petrol,Automatic,14450
Suzuki,Vitara,2017,SUV,37000,1600,Petrol,Automatic,14650
Honda,Altele,2021,SUV,0,0,Electric,Automatic,18899
Toyota,Avensis,2009,Sedan,268000,2000,Diesel,Manual,8300
Toyota,Auris,2010,Sedan,163658,1800,Hybrid,Automatic,7499
Mercedes,E Class,2011,Sedan,242000,2200,Diesel,Automatic,14200
Mercedes,E Class,2012,Sedan,330000,2000,Metan/Propan,Automatic,11850
Volkswagen,Caddy,2011,Minivan,139000,1600,Diesel,Manual,4999
Land Rover,Discovery,2008,SUV,320000,2700,Diesel,Automatic,12200
Mercedes,S Class,2001,Sedan,289000,3200,Petrol,Automatic,5000
Dacia,Logan Mcv,2014,Universal,190000,1500,Diesel,Manual,5400
Volkswagen,Golf,2012,Hatchback,169358,1400,Petrol,Manual,7400
Land Rover,Range Rover,2003,SUV,200000,4400,Petrol,Automatic,9500
Dacia,Logan Mcv,2007,Universal,1,1600,Metan/Propan,Manual,1350
Nissan,Qashqai,2010,Crossover,171400,1500,Diesel,Manual,7999
Dodge,Charger,2014,Sedan,40000,3600,Petrol,Automatic,16000
Toyota,Corolla,2008,Sedan,166199,1600,Petrol,Automatic,7500
Nissan,Maxima,1995,Universal,40000,2000,Petrol,Manual,1250
Mitsubishi,Pajero,2008,SUV,130000,3000,Metan/Propan,Automatic,15500
BMW,5 Series,1995,Sedan,1,2000,Metan/Propan,Manual,4490
Mitsubishi,Lancer,2004,Sedan,320,2000,Petrol,Automatic,2999
Toyota,Avensis Verso,2007,Minivan,175000,1800,Petrol,Automatic,8300
Toyota,Auris,2016,Universal,149000,1800,Hybrid,Automatic,10900
Mercedes,Vito,2007,Minivan,420000,2200,Diesel,Manual,9300
BMW,5 Series,2006,Sedan,333000,3000,Petrol,Automatic,8200
Toyota,Verso,2010,Minivan,265000,2000,Diesel,Manual,8800
Mercedes,GLE Coupe,2016,SUV,61000,3000,Diesel,Automatic,47000
Mercedes,R Class,2006,Minivan,270123,3500,Metan/Propan,Automatic,9200
Skoda,Octavia,2010,Hatchback,200,1400,Petrol,Manual,6900
BMW,X5,2005,Crossover,280000,3000,Diesel,Automatic,3500
Skoda,Superb,2014,Sedan,2400000,1600,Diesel,Manual,10800
Audi,Q3,2016,Crossover,10,1984,Petrol,Automatic,6000
Volkswagen,Passat,1989,Universal,270000,1600,Metan/Propan,Manual,1600
Land Rover,Range Rover,2005,SUV,211000,4400,Metan/Propan,Automatic,8000
BMW,5 Series,2015,Universal,191000,1995,Diesel,Automatic,17950
Volkswagen,Polo,1995,Hatchback,0,1200,Petrol,Manual,600
Dacia,Logan,2008,Universal,205,1600,Metan/Propan,Manual,3500
Lexus,RX Series,2013,SUV,128000,3456,Hybrid,Automatic,25700
Opel,Astra,2007,Universal,181,1900,Diesel,Automatic,3800
Ford,Escape,2020,SUV,32,2000,Petrol,Automatic,24900
Dacia,Lodgy,2012,Universal,160,1500,Diesel,Manual,5999
KIA,Sportage,2020,Crossover,24000,1600,Petrol,Automatic,18500
Volvo,XC60,2014,SUV,170000,2400,Diesel,Automatic,20650
Renault,Scenic,2011,Universal,168000,1500,Diesel,Automatic,5999
Ford,Mondeo,2017,Universal,42000,1500,Diesel,Manual,15999
Toyota,Avensis,2009,Sedan,238000,1798,Petrol,Manual,6900
Fiat,Stilo,2004,Hatchback,350000,1900,Diesel,Manual,2600
Toyota,Auris,2009,Hatchback,285000,1364,Diesel,Manual,6000
KIA,Ceed,2018,Universal,199200,1400,Diesel,Manual,8300
Opel,Agila,2001,Universal,210665,1298,Petrol,Manual,1400
Skoda,Superb,2009,Sedan,200000,1800,Petrol,Automatic,8000
